Bank_ID,Date,Country,Capital_Ratio,RWA,Leverage_Ratio,Credit_Growth,NPL_Ratio,ROE,Funding_Costs,CCyB,GDP_Growth,Inflation,Unemployment,Market_Volatility
1,2019-03-31,Malta,12.057670654165173,779.729268334391,4.764864607002211,5.5207791635091645,5.9630451622504825,6.406225867192189,2.2596546102592927,1.5,1.7467405318596976,1.3972010660072214,7.484125185020385,16.941737684786105
1,2019-06-30,Malta,11.330925743635918,1440.7753310920634,4.2955956426339394,6.226110816849114,9.15494711326913,5.643591627046156,2.0318766590692383,0.0,1.5841011051700746,1.8833637124997327,7.722125487618375,21.223884710362483
1,2019-09-30,Malta,12.965852337402001,949.0320101649271,5.210202920557715,6.70686893477796,4.320098843158438,7.796518615559935,3.1713284089856106,0.5,1.9384624802012762,1.6007908854149222,6.828950738518717,19.689539097878736
1,2019-12-31,Malta,12.985692747051035,576.0188377903852,3.9601957915882227,7.317850213142904,4.1730179330206285,11.363551792876883,2.05414159867284,0.5,2.6711394414468432,1.681254770246894,5.241703059275186,20.748504186311926
1,2020-03-31,Malta,12.289485564716825,873.550306277277,4.4950319646507815,5.1215338397356875,7.620619990475347,11.959316193074287,1.5686914791096123,0.0,1.7504223146397064,1.2991381537546616,8.388880987892989,20.27009200436779
1,2020-06-30,Malta,13.042076777199938,1137.7480843626995,5.585502788825218,4.319805376726203,8.092963996147096,7.777885605959366,2.2748766744487647,1.0,2.0496167944790185,1.5168339866444978,6.912762421561251,18.342540329611786
1,2020-09-30,Malta,11.865368318000558,1468.539802353659,5.271318195807103,5.685611756489604,9.350814767075544,7.45449258241786,1.7639243951919807,0.0,1.7369221038991922,1.691749801087006,7.568451177620698,21.488962576777872
1,2020-12-31,Malta,11.844001229467434,1358.573989516104,6.770513434313415,6.616134545496632,8.735430295137805,12.318424744626338,1.424673821604208,0.0,1.2149687688464454,1.2971765715136767,7.038411767095315,23.64806745075115
1,2021-03-31,Malta,11.921742232207453,874.3240192600297,5.915705121826426,7.962835294574198,9.081900199697051,7.346582925903039,2.2381799513714378,0.0,2.653555443962232,1.4431205067644475,5.555344474201407,24.141852579503364
1,2021-06-30,Malta,11.544943909071366,813.0169761149593,3.163382343803973,6.735808543972807,8.701239414989384,9.519838229261921,2.669063096010059,0.0,2.023811176641755,1.230912140263351,7.048212282750591,20.573267478087246
1,2021-09-30,Malta,12.693203976832226,793.6552432445271,3.419068082571758,5.764767457676315,8.296401973046537,14.350357564831933,2.1648895638749805,0.0,1.7910576270595417,1.250785386106186,7.163887649486121,20.28588349993798
1,2021-12-31,Malta,12.074172711407156,811.8528636906963,6.4131558546289105,6.881070787276693,7.463946527286551,12.82613838788867,1.7384145986853827,0.0,1.7304408063304277,1.5612982367941362,8.219301668338954,21.2536187615885
1,2022-03-31,Malta,12.62581729118164,915.8762519743514,6.666784809980497,3.9510846164455002,8.74333324326204,6.283545219112172,2.0855549731071115,0.0,2.1290651496048825,1.6922622427411342,7.429915721274375,20.230711056375945
1,2022-06-30,Malta,12.43456674587812,915.5556551072167,5.152275264586233,5.460132570492245,9.178203148586222,12.260931033257618,2.004500795583349,0.5,2.2292766901327155,1.561273467371531,6.7569182835558985,21.777814927924236
1,2022-09-30,Malta,12.25482364674789,1368.3692652878483,3.3829998692920813,4.611500862140309,5.347616063789729,14.447035582299273,2.2627348740437117,0.0,1.8221264696792143,1.7840099373121423,5.856846358622315,15.055148303802177
1,2022-12-31,Malta,12.434298454728907,1306.3429968698997,6.1189510444679485,7.0432410931792395,8.644609329534562,10.115054769328314,2.6918264452080685,0.0,1.1981003127284877,1.889335915826512,7.469267307887954,18.22990353717042
1,2023-03-31,Malta,12.101962722863897,931.2621067904386,6.040500815581559,5.754026708320094,8.866119319686119,10.02593679600401,3.1408187285904217,2.5,1.3581938593521468,1.9891644745329407,5.135154912736097,21.1338157398367
1,2023-06-30,Malta,11.719497255688193,677.6623935742847,3.8772177411064077,2.692577484263625,7.804962383051888,8.207814000995933,2.2912218861669733,0.0,1.7914952010641338,1.330196552748827,6.876947005557634,15.220458633656474
1,2023-09-30,Malta,12.325783981418622,717.9503868944925,6.448712621455623,4.455458543461145,7.861381407655216,8.23503946524017,1.709864656309867,0.0,1.931137365492795,1.8672907596481811,7.575095397358114,20.85422771293384
1,2023-12-31,Malta,11.339442314284604,508.8564450345517,5.109132766443347,7.4465604286484535,7.940902198886031,10.305664424601778,1.6568936556029457,0.0,1.406155115940449,1.5515973659854247,8.293874220836951,17.50149551692612
1,2024-03-31,Malta,12.890448074237,1204.0742304391065,4.381307313620798,8.308057735044398,7.746243769475602,14.939426129739694,1.4700480536632001,0.0,2.5347221912534197,1.8899096591580835,8.171667889004807,18.80983553241185
1,2024-06-30,Malta,11.597658743931364,1187.6179517227288,5.87774431046085,5.364664148373321,6.717656711386002,12.873881170803497,1.9143911796366604,0.0,2.0799859112782806,1.242966675353256,7.873578812286839,15.885995080467259
1,2024-09-30,Malta,13.30106857727333,1046.2171101492604,3.451558754694704,4.341094857140428,7.933740605763966,7.276321081619549,1.866762766064366,2.5,2.2504243550266914,1.7546444179223137,6.410256427777292,20.220295628005502
1,2024-12-31,Malta,11.477622413294029,1130.392481049034,4.4544809481174426,5.428258738303017,10.172651172425049,13.110246963087546,1.7780301308777617,0.0,1.8700346010982187,1.1646111324642612,6.220321433867741,21.31274728788669
2,2019-03-31,Slovakia,11.76256801620822,587.5273019350931,4.583702217053618,7.8354293907465475,8.393634165255301,5.546893399138709,1.6010495405342091,0.0,2.4111769496345348,1.5964034475969997,6.386220520887725,22.487155215453445
2,2019-06-30,Slovakia,11.432956137409514,760.5853585244975,6.046080922905175,7.617304748546653,10.316009461162878,12.927070719977063,2.897794001257172,1.5,2.6589160399036187,1.3502522824703054,6.793477113804214,20.435600382441372
2,2019-09-30,Slovakia,12.499668272709096,624.1626154861822,3.7419403654941674,4.985469342197747,7.268589521582898,11.706937894984968,2.294778763574953,0.0,1.8885151482402418,1.5016979895776041,8.127567771720225,16.900114153761876
2,2019-12-31,Slovakia,12.942814798369687,917.245186094558,3.9913704997224264,4.303180304815976,10.812234893580607,13.662239420058832,2.915554797984516,0.0,2.020158436047243,1.487757878466455,6.8831101515006585,19.648850817865664
2,2020-03-31,Slovakia,11.072801334247458,755.2039324813582,5.249849255050348,5.209945887161669,9.107500798600466,14.817238140291307,2.570696317005619,0.0,1.5877521258868192,1.4210152286960633,7.464359491462446,19.039823504027034
